Hour;DateTime;T36;RH36;AT36;Tamb;RHamb;ATamb;T36-Tamb;AT36-ATamb
2664;10.12.2021 13:00;21.4;71;23.4;15.2;69;15.1;6.2;8.3
2665;10.12.2021 14:00;21.5;70;23.4;14.7;73;14.7;6.8;8.7
2666;10.12.2021 15:00;21.5;68;23.3;15.5;68;15.5;6.0;7.8
2667;10.12.2021 16:00;21.6;69;23.5;15.0;70;14.9;6.6;8.6
2668;10.12.2021 17:00;21.9;65;23.6;13.9;78;13.9;8.0;9.7
2669;10.12.2021 18:00;21.8;63;23.3;10.9;91;10.8;10.9;12.4
2670;10.12.2021 19:00;21.4;61;22.6;10.0;88;9.5;11.4;13.1
2671;10.12.2021 20:00;20.9;62;21.9;9.5;85;8.8;11.4;13.1
2672;10.12.2021 21:00;20.8;61;21.8;10.1;85;9.5;10.7;12.3
2673;10.12.2021 22:00;20.7;62;21.7;11.5;79;10.9;9.2;10.7
2674;10.12.2021 23:00;20.5;63;21.5;10.9;68;9.7;9.6;11.8
2675;11.12.2021 00:00;20.5;64;21.6;10.5;70;9.4;10.0;12.3
2676;11.12.2021 01:00;20.1;63;21.0;10.4;71;9.2;9.7;11.8
2677;11.12.2021 02:00;20.0;63;20.9;10.0;76;9.0;10.0;11.9
2678;11.12.2021 03:00;19.3;60;19.7;9.9;80;9.0;9.4;10.7
2679;11.12.2021 04:00;18.9;60;19.2;9.2;84;8.4;9.7;10.8
2680;11.12.2021 05:00;19.0;64;19.7;8.7;86;7.8;10.3;11.9
2681;11.12.2021 06:00;19.0;62;19.5;8.0;89;7.1;11.0;12.4
2682;11.12.2021 07:00;18.8;62;19.2;8.2;89;7.3;10.6;11.9
2683;11.12.2021 08:00;18.5;62;18.8;8.6;88;7.8;9.9;11.0
2684;11.12.2021 09:00;18.3;65;18.8;10.2;84;9.5;8.1;9.2
2685;11.12.2021 10:00;18.8;72;20.0;12.1;77;11.7;6.7;8.3
2686;11.12.2021 11:00;19.2;73;20.6;13.7;68;13.2;5.5;7.4
2687;11.12.2021 12:00;19.4;75;21.0;14.9;65;14.5;4.5;6.5
2688;11.12.2021 13:00;19.6;78;21.5;14.9;65;14.5;4.7;7.0
2689;11.12.2021 14:00;19.8;72;21.3;15.2;66;14.9;4.6;6.4
2690;11.12.2021 15:00;19.7;71;21.1;15.9;64;15.7;3.8;5.4
2691;11.12.2021 16:00;20.0;73;21.7;15.6;67;15.5;4.4;6.2
2692;11.12.2021 17:00;20.2;70;21.7;14.9;70;14.7;5.3;7.0
2693;11.12.2021 18:00;20.4;68;21.8;14.3;73;14.2;6.1;7.7
2694;11.12.2021 19:00;20.2;68;21.6;14.0;74;13.9;6.2;7.7
2695;11.12.2021 20:00;20.1;69;21.5;13.9;74;13.8;6.2;7.7
2696;11.12.2021 21:00;20.4;68;21.8;13.9;74;13.8;6.5;8.0
2697;11.12.2021 22:00;20.2;67;21.5;14.0;73;13.8;6.2;7.7
2698;11.12.2021 23:00;20.4;67;21.7;14.0;72;13.7;6.4;8.0
2699;12.12.2021 00:00;20.3;72;22.0;13.8;74;13.6;6.5;8.4
2700;12.12.2021 01:00;20.6;68;22.1;13.4;74;13.1;7.2;8.9
2701;12.12.2021 02:00;20.3;69;21.8;13.4;74;13.1;6.9;8.7
2702;12.12.2021 03:00;20.4;69;21.9;13.7;75;13.5;6.7;8.4
2703;12.12.2021 04:00;20.5;67;21.9;9.1;86;8.3;11.4;13.5
2704;12.12.2021 05:00;20.4;69;21.9;8.8;94;8.2;11.6;13.7
2705;12.12.2021 06:00;20.4;69;21.9;9.3;92;8.8;11.1;13.2
2706;12.12.2021 07:00;20.7;69;22.3;9.7;86;9.1;11.0;13.2
2707;12.12.2021 08:00;20.7;66;22.1;10.0;83;9.3;10.7;12.8
2708;12.12.2021 09:00;20.5;66;21.8;10.4;83;9.8;10.1;12.0
2709;12.12.2021 10:00;20.4;65;21.6;11.2;82;10.7;9.2;10.9
2710;12.12.2021 11:00;20.4;67;21.7;13.0;78;12.9;7.4;8.8
2711;12.12.2021 12:00;20.4;68;21.8;13.1;76;12.8;7.3;9.0
2712;12.12.2021 13:00;20.2;67;21.4;14.0;71;13.7;6.2;7.7
2713;12.12.2021 14:00;20.0;66;21.1;13.4;75;13.2;6.6;7.9
2714;12.12.2021 15:00;19.7;66;20.7;12.8;77;12.5;6.9;8.2
2715;12.12.2021 16:00;19.6;69;20.8;13.1;75;12.8;6.5;8.0
2716;12.12.2021 17:00;19.9;67;21.1;12.8;77;12.5;7.1;8.6
2717;12.12.2021 18:00;19.8;65;20.7;12.2;80;11.9;7.6;8.9
2718;12.12.2021 19:00;19.9;65;20.9;11.8;82;11.5;8.1;9.4
2719;12.12.2021 20:00;19.9;66;21.0;11.9;84;11.7;8.0;9.3
2720;12.12.2021 21:00;20.0;63;20.8;11.7;84;11.5;8.3;9.4
2721;12.12.2021 22:00;19.9;68;21.2;11.7;85;11.5;8.2;9.6
2722;12.12.2021 23:00;20.0;68;21.3;11.7;85;11.5;8.3;9.8
2723;13.12.2021 00:00;19.8;69;21.1;10.1;93;9.9;9.7;11.2
2724;13.12.2021 01:00;19.9;64;20.8;9.9;94;9.6;10.0;11.2
2725;13.12.2021 02:00;19.9;68;21.1;10.0;92;9.7;9.9;11.4
2726;13.12.2021 03:00;20.0;69;21.3;9.4;94;9.0;10.6;12.3
2727;13.12.2021 04:00;19.2;65;20.0;9.3;93;8.8;9.9;11.2
2728;13.12.2021 05:00;19.1;66;19.9;9.8;94;9.6;9.3;10.4
2729;13.12.2021 06:00;19.0;66;19.8;9.9;94;9.7;9.1;10.1
2730;13.12.2021 07:00;18.9;67;19.7;10.0;92;9.6;8.9;10.1
2731;13.12.2021 08:00;19.2;68;20.2;8.6;93;7.9;10.6;12.2
2732;13.12.2021 09:00;19.1;67;20.0;9.3;93;8.9;9.8;11.1
2733;13.12.2021 10:00;19.0;70;20.1;11.2;84;10.9;7.8;9.2
2734;13.12.2021 11:00;19.2;71;20.4;11.9;79;11.5;7.3;8.9
2735;13.12.2021 12:00;19.3;72;20.6;12.2;73;11.6;7.1;9.0
2736;13.12.2021 13:00;19.5;73;21.0;12.5;70;11.7;7.0;9.2
2737;13.12.2021 14:00;19.5;73;21.0;12.4;68;11.6;7.1;9.4
2738;13.12.2021 15:00;19.2;74;20.6;12.9;75;12.5;6.3;8.2
2739;13.12.2021 16:00;19.4;71;20.7;12.5;76;12.1;6.9;8.6
2740;13.12.2021 17:00;19.6;72;21.0;12.0;78;11.6;7.6;9.4
2741;13.12.2021 18:00;19.6;73;21.1;11.2;85;10.9;8.4;10.2
2742;13.12.2021 19:00;19.9;71;21.4;10.8;93;10.7;9.1;10.7
2743;13.12.2021 20:00;20.0;68;21.3;10.4;94;10.2;9.6;11.0
2744;13.12.2021 21:00;19.8;70;21.1;9.5;93;9.1;10.3;12.0
2745;13.12.2021 22:00;19.9;68;21.1;8.8;91;8.1;11.1;13.0
2746;13.12.2021 23:00;19.9;69;21.2;8.0;90;7.1;11.9;14.1
2747;14.12.2021 00:00;19.7;67;20.8;7.9;89;7.0;11.8;13.8
2748;14.12.2021 01:00;19.2;67;20.1;7.4;90;6.3;11.8;13.8
2749;14.12.2021 02:00;19.0;66;19.8;6.5;89;5.3;12.5;14.5
2750;14.12.2021 03:00;18.7;65;19.3;6.1;88;4.7;12.6;14.6
2751;14.12.2021 04:00;18.6;67;19.3;5.7;89;4.3;12.9;15.0
2752;14.12.2021 05:00;18.3;66;18.9;5.3;89;3.8;13.0;15.1
2753;14.12.2021 06:00;18.1;65;18.5;4.9;89;3.4;13.2;15.1
2754;14.12.2021 07:00;17.8;64;18.1;4.7;89;3.1;13.1;15.0
2755;14.12.2021 08:00;17.8;68;18.3;4.6;89;2.9;13.2;15.4
2756;14.12.2021 09:00;17.5;66;17.9;4.7;88;3.1;12.8;14.7
2757;14.12.2021 10:00;17.6;69;18.2;5.3;86;3.7;12.3;14.5
2758;14.12.2021 11:00;17.2;67;17.5;6.0;84;4.4;11.2;13.0
2759;14.12.2021 12:00;17.1;70;17.6;6.7;82;5.2;10.4;12.3
2760;14.12.2021 13:00;17.3;74;18.1;6.8;83;5.4;10.5;12.8
2761;14.12.2021 14:00;17.4;68;17.9;7.1;85;5.8;10.3;12.0
2762;14.12.2021 15:00;17.8;74;18.8;7.4;85;6.2;10.4;12.5
2763;14.12.2021 16:00;18.0;77;19.3;8.3;86;7.4;9.7;11.9
2764;14.12.2021 17:00;17.8;76;18.9;8.5;85;7.5;9.3;11.5
2765;14.12.2021 18:00;17.8;74;18.8;7.8;85;6.7;10.0;12.1
2766;14.12.2021 19:00;17.9;79;19.3;7.3;85;6.1;10.6;13.2
2767;14.12.2021 20:00;17.5;73;18.3;6.8;84;5.4;10.7;12.9
2768;14.12.2021 21:00;17.5;76;18.5;6.4;83;4.9;11.1;13.6
2769;14.12.2021 22:00;17.3;77;18.3;6.1;82;4.6;11.2;13.7
2770;14.12.2021 23:00;17.0;79;18.1;5.8;82;4.2;11.2;13.9
2771;15.12.2021 00:00;16.8;74;17.5;5.2;80;3.5;11.6;14.0
2772;15.12.2021 01:00;16.8;71;17.2;4.4;79;2.4;12.4;14.8
2773;15.12.2021 02:00;16.8;78;17.7;3.8;79;1.7;13.0;16.0
2774;15.12.2021 03:00;16.4;73;16.9;3.2;80;1.1;13.2;15.8
2775;15.12.2021 04:00;16.0;72;16.3;2.6;82;0.5;13.4;15.8
2776;15.12.2021 05:00;15.7;70;15.8;2.3;83;0.2;13.4;15.6
2777;15.12.2021 06:00;15.8;72;16.1;2.2;84;0.0;13.6;16.1
2778;15.12.2021 07:00;15.8;72;16.0;2.1;84;0.0;13.7;16.1
2779;15.12.2021 08:00;15.0;66;14.7;2.2;83;0.0;12.8;14.7
2780;15.12.2021 09:00;15.4;76;15.8;2.6;82;0.5;12.8;15.3
2781;15.12.2021 10:00;16.1;75;16.6;4.1;76;2.0;12.0;14.6
2782;15.12.2021 11:00;17.1;76;18.0;4.9;73;2.9;12.2;15.1
2783;15.12.2021 12:00;16.4;74;17.0;5.5;72;3.5;10.9;13.5
2784;15.12.2021 13:00;16.8;73;17.4;5.0;73;3.0;11.8;14.4
2785;15.12.2021 14:00;16.9;75;17.6;5.0;75;3.0;11.9;14.6
2786;15.12.2021 15:00;16.9;74;17.6;7.8;59;5.7;9.1;11.9
2787;15.12.2021 16:00;17.0;75;17.8;7.7;60;5.6;9.3;12.2
2788;15.12.2021 17:00;17.1;73;17.8;7.5;60;5.4;9.6;12.4
2789;15.12.2021 18:00;17.0;73;17.7;6.1;65;4.0;10.9;13.7
2790;15.12.2021 19:00;17.2;76;18.1;6.0;65;3.8;11.2;14.3
2791;15.12.2021 20:00;17.3;77;18.3;5.1;69;2.9;12.2;15.4
2792;15.12.2021 21:00;17.2;76;18.1;4.5;72;2.4;12.7;15.7
2793;15.12.2021 22:00;17.0;75;17.8;4.8;70;2.6;12.2;15.1
2794;15.12.2021 23:00;16.6;74;17.2;5.3;70;3.3;11.3;14.0
2795;16.12.2021 00:00;16.3;76;16.9;5.2;73;3.2;11.1;13.7
2796;16.12.2021 01:00;16.0;71;16.2;5.1;76;3.1;10.9;13.1
2797;16.12.2021 02:00;15.7;71;15.8;5.0;75;3.0;10.7;12.9
2798;16.12.2021 03:00;15.7;72;15.9;4.9;74;2.9;10.8;13.0
2799;16.12.2021 04:00;15.6;73;15.8;4.5;75;2.5;11.1;13.4
2800;16.12.2021 05:00;15.6;73;15.8;4.0;78;2.0;11.6;13.9
2801;16.12.2021 06:00;15.4;73;15.6;3.6;83;1.7;11.8;13.9
2802;16.12.2021 07:00;15.2;75;15.5;3.5;83;1.5;11.7;13.9
2803;16.12.2021 08:00;15.1;77;15.4;3.3;85;1.3;11.8;14.1
2804;16.12.2021 09:00;15.5;82;16.3;3.1;86;1.2;12.4;15.1
2805;16.12.2021 10:00;15.2;81;15.8;3.3;84;1.3;11.9;14.5
2806;16.12.2021 11:00;15.0;82;15.6;3.6;83;1.6;11.4;14.0
2807;16.12.2021 12:00;15.4;84;16.3;4.0;80;2.0;11.4;14.3
2808;16.12.2021 13:00;15.7;82;16.5;4.3;81;2.4;11.4;14.1
2809;16.12.2021 14:00;15.7;83;16.6;5.5;78;3.6;10.2;12.9
2810;16.12.2021 15:00;15.7;83;16.6;5.0;78;3.1;10.7;13.5
2811;16.12.2021 16:00;16.0;86;17.2;5.2;77;3.3;10.8;13.8
2812;16.12.2021 17:00;15.7;84;16.6;4.8;78;2.9;10.9;13.7
2813;16.12.2021 18:00;15.8;85;16.8;4.7;79;2.7;11.1;14.1
2814;16.12.2021 19:00;15.4;82;16.1;4.7;80;2.8;10.7;13.3
2815;16.12.2021 20:00;14.9;80;15.3;4.4;79;2.5;10.5;12.9
2816;16.12.2021 21:00;14.8;77;15.0;4.1;80;2.1;10.7;12.9
2817;16.12.2021 22:00;15.2;81;15.8;4.0;81;2.1;11.2;13.8
2818;16.12.2021 23:00;15.0;78;15.4;4.0;83;2.1;11.0;13.3
2819;17.12.2021 00:00;14.5;74;14.5;4.0;84;2.1;10.5;12.4
2820;17.12.2021 01:00;14.4;82;14.8;4.0;84;2.1;10.4;12.7
2821;17.12.2021 02:00;13.9;75;13.8;4.1;85;2.2;9.8;11.6
2822;17.12.2021 03:00;15.0;83;15.7;4.0;87;2.2;11.0;13.5
2823;17.12.2021 04:00;14.9;82;15.5;4.0;87;2.3;10.9;13.2
2824;17.12.2021 05:00;14.1;77;14.2;4.2;88;2.4;9.9;11.8
2825;17.12.2021 06:00;14.2;85;14.7;4.3;87;2.6;9.9;12.1
2826;17.12.2021 07:00;14.6;87;15.4;4.4;83;2.6;10.2;12.8
2827;17.12.2021 08:00;15.3;89;16.4;4.3;81;2.3;11.0;14.1
2828;17.12.2021 09:00;14.1;86;14.6;4.6;77;2.6;9.5;12.1
2829;17.12.2021 10:00;14.7;88;15.6;5.6;68;3.6;9.1;12.0
2830;17.12.2021 11:00;15.0;89;16.0;6.8;60;4.6;8.2;11.4
2831;17.12.2021 12:00;14.5;87;15.2;7.7;55;5.5;6.8;9.8
2832;17.12.2021 13:00;14.7;86;15.4;8.5;53;6.3;6.2;9.2
2833;17.12.2021 14:00;14.8;88;15.7;8.9;58;6.9;5.9;8.8
2834;17.12.2021 15:00;15.3;89;16.4;8.8;53;6.7;6.5;9.8
2835;17.12.2021 16:00;15.4;90;16.6;8.7;54;6.5;6.7;10.1
2836;17.12.2021 17:00;15.4;89;16.5;7.6;60;5.6;7.8;11.0
2837;17.12.2021 18:00;15.6;89;16.8;7.1;63;5.0;8.5;11.8
2838;17.12.2021 19:00;15.7;88;16.9;7.1;63;5.1;8.6;11.8
2839;17.12.2021 20:00;15.7;88;16.9;7.0;65;5.0;8.7;11.9
2840;17.12.2021 21:00;15.7;88;16.9;6.7;67;4.8;9.0;12.2
2841;17.12.2021 22:00;15.6;89;16.8;6.4;69;4.5;9.2;12.4
2842;17.12.2021 23:00;15.3;87;16.3;6.0;71;4.1;9.3;12.3
2843;18.12.2021 00:00;15.1;88;16.1;5.5;74;3.6;9.6;12.5
2844;18.12.2021 01:00;15.0;86;15.9;5.0;79;3.2;10.0;12.7
2845;18.12.2021 02:00;15.1;87;16.0;4.6;85;2.8;10.5;13.2
2846;18.12.2021 03:00;14.6;85;15.2;4.3;90;2.7;10.3;12.6
2847;18.12.2021 04:00;14.3;87;15.0;4.6;89;2.9;9.7;12.0
2848;18.12.2021 05:00;14.6;88;15.4;4.1;80;2.1;10.5;13.3
2849;18.12.2021 06:00;14.3;84;14.8;3.8;80;1.8;10.5;13.0
2850;18.12.2021 07:00;14.0;85;14.4;3.9;79;1.8;10.1;12.6
2851;18.12.2021 08:00;13.9;84;14.3;3.2;79;1.0;10.7;13.2
2852;18.12.2021 09:00;13.2;77;13.0;3.0;79;0.9;10.2;12.2
2853;18.12.2021 10:00;13.5;82;13.7;3.5;76;1.3;10.0;12.4
2854;18.12.2021 11:00;13.2;81;13.2;4.2;72;2.0;9.0;11.1
2855;18.12.2021 12:00;13.5;83;13.7;5.2;67;3.0;8.3;10.7
2856;18.12.2021 13:00;14.3;87;15.0;5.6;66;3.5;8.7;11.5
2857;18.12.2021 14:00;14.3;88;15.0;6.0;63;3.8;8.3;11.2
2858;18.12.2021 15:00;14.3;86;14.9;7.1;53;4.7;7.2;10.3
2859;18.12.2021 16:00;14.5;88;15.3;6.6;53;4.1;7.9;11.2
2860;18.12.2021 17:00;14.9;88;15.8;5.6;55;3.1;9.3;12.7
2861;18.12.2021 18:00;14.9;87;15.8;4.5;61;2.0;10.4;13.8
2862;18.12.2021 19:00;14.7;88;15.5;3.9;65;1.4;10.8;14.1
2863;18.12.2021 20:00;14.5;87;15.2;3.3;69;0.9;11.2;14.4
2864;18.12.2021 21:00;14.5;89;15.3;2.9;72;0.5;11.6;14.8
2865;18.12.2021 22:00;14.5;89;15.3;2.4;75;0.0;12.1;15.3
2866;18.12.2021 23:00;14.3;88;15.0;2.0;76;-0.4;12.3;15.5
2867;19.12.2021 00:00;14.1;89;14.8;1.4;78;-1.0;12.7;15.8
2868;19.12.2021 01:00;14.2;89;15.0;1.3;77;-1.2;12.9;16.2
2869;19.12.2021 02:00;13.7;86;14.1;0.9;79;-1.6;12.8;15.7
2870;19.12.2021 03:00;13.7;89;14.3;0.9;78;-1.5;12.8;15.8
2871;19.12.2021 04:00;13.4;87;13.8;0.5;81;-2.0;12.9;15.8
2872;19.12.2021 05:00;13.1;85;13.3;-0.1;84;-2.6;13.2;15.9
2873;19.12.2021 06:00;13.0;83;13.1;-0.5;86;-3.0;13.5;16.1
2874;19.12.2021 07:00;12.5;80;12.3;-0.6;86;-3.1;13.1;15.4
2875;19.12.2021 08:00;12.9;84;13.0;-0.6;86;-3.2;13.5;16.1
2876;19.12.2021 09:00;12.6;82;12.5;-0.3;84;-2.8;12.9;15.3
2877;19.12.2021 10:00;13.2;85;13.4;1.4;73;-1.2;11.8;14.6
2878;19.12.2021 11:00;14.0;84;14.4;2.8;64;0.2;11.2;14.2
2879;19.12.2021 12:00;15.2;85;16.1;4.0;57;1.3;11.2;14.7
2880;19.12.2021 13:00;16.5;84;17.7;5.1;51;2.4;11.4;15.4
2881;19.12.2021 14:00;16.9;83;18.2;5.7;49;3.0;11.2;15.2
2882;19.12.2021 15:00;17.0;83;18.3;6.2;52;3.7;10.8;14.7
2883;19.12.2021 16:00;17.5;83;19.0;6.1;52;3.5;11.4;15.5
2884;19.12.2021 17:00;17.9;80;19.4;5.3;53;2.7;12.6;16.6
2885;19.12.2021 18:00;17.8;77;19.0;3.3;61;0.7;14.5;18.3
2886;19.12.2021 19:00;18.1;76;19.3;2.3;66;-0.3;15.8;19.7
2887;19.12.2021 20:00;17.8;70;18.5;2.2;66;-0.4;15.6;18.9
2888;19.12.2021 21:00;17.6;71;18.3;2.4;66;-0.2;15.2;18.5
2889;19.12.2021 22:00;17.5;71;18.2;2.3;67;-0.3;15.2;18.5
2890;19.12.2021 23:00;17.3;70;17.9;1.1;75;-1.4;16.2;19.3
2891;20.12.2021 00:00;16.9;72;17.5;0.2;78;-2.4;16.7;19.9
2892;20.12.2021 01:00;17.0;70;17.4;0.1;70;-2.6;16.9;20.1
2893;20.12.2021 02:00;17.0;74;17.7;0.0;68;-2.8;17.0;20.5
2894;20.12.2021 03:00;16.7;74;17.3;-0.2;68;-3.1;16.9;20.4
2895;20.12.2021 04:00;16.5;73;17.0;-0.1;73;-2.8;16.6;19.8
2896;20.12.2021 05:00;17.2;74;18.0;-0.5;76;-3.2;17.7;21.2
2897;20.12.2021 06:00;16.0;71;16.2;-0.4;75;-3.1;16.4;19.3
2898;20.12.2021 07:00;15.5;71;15.6;-0.1;81;-2.6;15.6;18.2
2899;20.12.2021 08:00;15.6;68;15.5;2.2;83;0.0;13.4;15.5
2900;20.12.2021 09:00;14.8;70;14.6;2.7;86;0.6;12.1;14.0
2901;20.12.2021 10:00;14.9;76;15.1;5.4;79;3.6;9.5;11.5
2902;20.12.2021 11:00;15.5;76;15.9;7.4;72;5.7;8.1;10.1
2903;20.12.2021 12:00;14.2;76;14.2;7.9;66;6.1;6.3;8.1
2904;20.12.2021 13:00;14.9;82;15.5;8.4;47;6.0;6.5;9.5
2905;20.12.2021 14:00;15.2;83;15.9;8.5;45;6.0;6.7;9.9
2906;20.12.2021 15:00;15.0;83;15.7;9.6;50;7.4;5.4;8.3
2907;20.12.2021 16:00;15.4;86;16.4;9.2;52;7.0;6.2;9.4
2908;20.12.2021 17:00;15.5;87;16.6;8.3;54;6.1;7.2;10.5
2909;20.12.2021 18:00;15.5;87;16.6;6.0;68;4.0;9.5;12.6
2910;20.12.2021 19:00;15.5;85;16.4;5.6;73;3.6;9.9;12.8
2911;20.12.2021 20:00;15.1;86;16.0;5.8;67;3.7;9.3;12.2
2912;20.12.2021 21:00;15.2;86;16.1;6.0;58;3.7;9.2;12.5
2913;20.12.2021 22:00;15.1;87;16.0;5.2;49;2.5;9.9;13.6
2914;20.12.2021 23:00;15.0;87;15.9;4.0;53;1.3;11.0;14.6
2915;21.12.2021 00:00;14.9;88;15.8;4.0;53;1.3;10.9;14.6
2916;21.12.2021 01:00;14.6;88;15.4;3.1;58;0.3;11.5;15.1
2917;21.12.2021 02:00;14.2;87;14.8;1.4;67;-1.2;12.8;16.1
2918;21.12.2021 03:00;13.9;87;14.5;0.6;75;-2.0;13.3;16.5
2919;21.12.2021 04:00;13.7;87;14.2;0.4;79;-2.2;13.3;16.3
2920;21.12.2021 05:00;13.2;82;13.3;0.2;82;-2.2;13.0;15.5
2921;21.12.2021 06:00;13.6;86;14.0;0.4;82;-2.1;13.2;16.1
2922;21.12.2021 07:00;13.1;80;13.0;0.5;80;-2.0;12.6;15.0
2923;21.12.2021 08:00;12.6;80;12.4;0.6;78;-1.9;12.0;14.3
2924;21.12.2021 09:00;13.0;80;12.9;0.9;75;-1.7;12.1;14.6
2925;21.12.2021 10:00;13.4;86;13.7;2.9;64;0.3;10.5;13.5
2926;21.12.2021 11:00;13.5;84;13.8;4.4;48;1.6;9.1;12.2
2927;21.12.2021 12:00;14.4;85;15.0;5.7;42;2.7;8.7;12.3
2928;21.12.2021 13:00;14.9;85;15.7;5.6;42;2.7;9.3;13.0
2929;21.12.2021 14:00;15.7;85;16.7;5.4;44;2.5;10.3;14.2
2930;21.12.2021 15:00;15.9;86;17.0;5.9;41;3.0;10.0;14.0
2931;21.12.2021 16:00;16.2;83;17.3;5.9;41;3.0;10.3;14.2
2932;21.12.2021 17:00;16.7;81;17.8;5.3;45;2.4;11.4;15.4
2933;21.12.2021 18:00;16.6;81;17.7;4.2;52;1.5;12.4;16.2
2934;21.12.2021 19:00;16.6;81;17.7;4.2;53;1.5;12.4;16.2
2935;21.12.2021 20:00;16.4;79;17.3;2.5;57;-0.3;13.9;17.5
2936;21.12.2021 21:00;16.1;81;17.0;1.7;63;-1.1;14.4;18.0
2937;21.12.2021 22:00;16.4;82;17.4;1.2;62;-1.6;15.2;19.0
2938;21.12.2021 23:00;16.4;83;17.5;-0.1;66;-2.9;16.5;20.4
2939;22.12.2021 00:00;16.1;84;17.2;-0.5;73;-3.2;16.6;20.4
2940;22.12.2021 01:00;15.5;82;16.2;-1.1;76;-3.9;16.6;20.2
2941;22.12.2021 02:00;15.3;77;15.7;-1.3;75;-4.1;16.6;19.8
2942;22.12.2021 03:00;14.9;74;15.0;-1.4;72;-4.2;16.3;19.3
2943;22.12.2021 04:00;14.0;68;13.5;-1.5;70;-4.4;15.5;17.9
2944;22.12.2021 05:00;13.2;70;12.6;-1.8;70;-4.7;15.0;17.3
2945;22.12.2021 06:00;13.0;70;12.4;-2.1;74;-5.0;15.1;17.5
2946;22.12.2021 07:00;13.3;73;12.9;-2.5;77;-5.4;15.8;18.3
2947;22.12.2021 08:00;13.1;70;12.5;-2.7;77;-5.6;15.8;18.1
2948;22.12.2021 09:00;12.6;72;12.0;-2.1;73;-5.0;14.7;17.0
2949;22.12.2021 10:00;13.5;77;13.4;0.4;58;-2.5;13.1;15.9
2950;22.12.2021 11:00;13.4;82;13.5;2.2;56;-0.6;11.2;14.2
2951;22.12.2021 12:00;13.5;83;13.7;3.5;56;0.7;10.0;13.0
2952;22.12.2021 13:00;13.5;80;13.6;4.3;51;1.5;9.2;12.1
2953;22.12.2021 14:00;14.0;82;14.3;4.8;46;1.9;9.2;12.4
2954;22.12.2021 15:00;14.7;83;15.3;4.8;60;2.3;9.9;12.9
2955;22.12.2021 16:00;14.9;84;15.6;4.3;63;1.9;10.6;13.7
2956;22.12.2021 17:00;14.8;83;15.4;3.4;68;1.0;11.4;14.4
2957;22.12.2021 18:00;14.9;83;15.5;1.4;78;-1.0;13.5;16.6
2958;22.12.2021 19:00;14.9;84;15.6;0.6;84;-1.8;14.3;17.3
2959;22.12.2021 20:00;14.8;84;15.5;0.0;88;-2.4;14.8;17.9
2960;22.12.2021 21:00;14.8;84;15.5;-0.7;89;-3.2;15.5;18.6
2961;22.12.2021 22:00;14.6;83;15.2;-0.3;86;-2.8;14.9;17.9
2962;22.12.2021 23:00;14.5;85;15.1;-0.4;87;-2.9;14.9;18.0
2963;23.12.2021 00:00;14.5;84;15.1;-0.5;86;-3.0;15.0;18.0
2964;23.12.2021 01:00;14.4;83;14.9;-0.8;83;-3.4;15.2;18.3
2965;23.12.2021 02:00;14.1;81;14.3;-1.3;75;-4.1;15.4;18.4
2966;23.12.2021 03:00;14.1;82;14.4;-1.5;74;-4.3;15.6;18.8
2967;23.12.2021 04:00;13.8;83;14.1;-1.6;75;-4.4;15.4;18.5
2968;23.12.2021 05:00;13.1;78;12.9;-1.9;81;-4.7;15.0;17.6
2969;23.12.2021 06:00;13.6;73;13.3;-2.2;86;-4.9;15.8;18.2
2970;23.12.2021 07:00;13.4;73;13.0;-2.4;89;-5.0;15.8;18.1
2971;23.12.2021 08:00;12.9;71;12.3;-2.5;90;-5.2;15.4;17.5
2972;23.12.2021 09:00;12.8;72;12.3;-1.9;87;-4.6;14.7;16.8
2973;23.12.2021 10:00;12.9;74;12.5;0.7;72;-1.9;12.2;14.4
2974;23.12.2021 11:00;13.6;77;13.5;2.4;61;-0.3;11.2;13.8
2975;23.12.2021 12:00;14.9;79;15.3;3.2;52;0.3;11.7;14.9
2976;23.12.2021 13:00;15.9;80;16.7;3.7;44;0.7;12.2;16.0
2977;23.12.2021 14:00;16.3;79;17.1;4.0;41;0.9;12.3;16.3
2978;23.12.2021 15:00;16.6;81;17.6;3.8;50;0.9;12.8;16.7
2979;23.12.2021 16:00;16.9;78;17.9;3.6;48;0.6;13.3;17.2
2980;23.12.2021 17:00;17.2;75;18.1;2.7;52;-0.2;14.5;18.3
2981;23.12.2021 18:00;17.3;73;18.1;0.2;67;-2.6;17.1;20.6
2982;23.12.2021 19:00;17.3;72;18.0;-0.6;74;-3.4;17.9;21.4
2983;23.12.2021 20:00;17.0;75;17.8;-0.3;75;-3.0;17.3;20.7
2984;23.12.2021 21:00;17.4;71;18.1;-0.8;76;-3.5;18.2;21.6
2985;23.12.2021 22:00;16.9;73;17.5;-1.3;80;-4.0;18.2;21.5
2986;23.12.2021 23:00;16.6;71;17.0;-1.2;81;-3.9;17.8;20.9
2987;24.12.2021 00:00;16.4;73;16.9;-1.3;81;-3.9;17.7;20.8
2988;24.12.2021 01:00;15.9;70;16.0;-1.0;77;-3.8;16.9;19.8
2989;24.12.2021 02:00;15.0;63;14.5;-0.8;74;-3.6;15.8;18.1
2990;24.12.2021 03:00;15.5;63;15.1;-1.1;72;-3.9;16.6;19.0
2991;24.12.2021 04:00;15.4;72;15.5;-1.1;66;-4.0;16.5;19.5
2992;24.12.2021 05:00;14.3;64;13.7;-1.1;63;-4.1;15.4;17.7
