Hour;DateTime;T36;RH36;AT36;Tamb;RHamb;ATamb;T36-Tamb;AT36-ATamb
4990;17.03.2022 11:00;19.7;56;19.9;11.5;64;10.3;8.2;9.6
4991;17.03.2022 12:00;19.7;54;19.8;9.7;69;8.3;10.0;11.4
4992;17.03.2022 13:00;19.7;55;19.8;9.9;65;8.4;9.8;11.5
4993;17.03.2022 14:00;19.9;54;20.0;9.5;65;7.9;10.4;12.1
4994;17.03.2022 15:00;20.5;55;20.8;9.3;59;7.5;11.2;13.3
4995;17.03.2022 16:00;20.5;54;20.8;9.4;57;7.5;11.1;13.3
4996;17.03.2022 17:00;20.2;51;20.2;9.0;59;7.1;11.2;13.1
4997;17.03.2022 18:00;20.0;49;19.8;8.1;61;6.2;11.9;13.6
4998;17.03.2022 19:00;19.7;48;19.3;6.3;72;4.4;13.4;14.8
4999;17.03.2022 20:00;19.6;49;19.2;5.9;78;4.2;13.7;15.0
5000;17.03.2022 21:00;19.6;50;19.3;5.2;82;3.5;14.4;15.8
5001;17.03.2022 22:00;19.3;54;19.2;4.3;89;2.6;15.0;16.6
5002;17.03.2022 23:00;18.9;52;18.6;3.0;86;1.0;15.9;17.5
5003;18.03.2022 00:00;19.0;54;18.9;2.5;85;0.4;16.5;18.4
5004;18.03.2022 01:00;18.5;58;18.5;2.1;83;-0.1;16.4;18.6
5005;18.03.2022 02:00;17.4;53;16.8;1.2;85;-1.1;16.2;17.8
5006;18.03.2022 03:00;17.2;59;17.0;0.6;84;-1.8;16.6;18.8
5007;18.03.2022 04:00;17.1;56;16.6;-0.3;85;-2.8;17.4;19.4
5008;18.03.2022 05:00;16.8;56;16.2;-0.9;83;-3.5;17.7;19.7
5009;18.03.2022 06:00;16.2;54;15.4;-1.1;82;-3.7;17.3;19.1
5010;18.03.2022 07:00;16.6;53;15.8;-1.2;84;-3.8;17.8;19.7
5011;18.03.2022 08:00;16.2;52;15.3;-0.3;77;-2.9;16.5;18.2
5012;18.03.2022 09:00;16.0;57;15.4;1.6;64;-1.1;14.4;16.4
5013;18.03.2022 10:00;16.2;59;15.7;3.0;56;0.2;13.2;15.5
5014;18.03.2022 11:00;16.1;56;15.4;4.2;50;1.4;11.9;14.1
5015;18.03.2022 12:00;17.0;56;16.5;3.9;50;1.1;13.1;15.4
5016;18.03.2022 13:00;17.5;55;17.0;4.2;48;1.3;13.3;15.7
5017;18.03.2022 14:00;17.7;55;17.3;4.6;46;1.7;13.1;15.6
5018;18.03.2022 15:00;18.0;54;17.6;5.3;40;2.2;12.7;15.4
5019;18.03.2022 16:00;17.9;53;17.4;5.8;43;2.9;12.1;14.5
5020;18.03.2022 17:00;18.0;50;17.3;4.9;47;2.0;13.1;15.3
5021;18.03.2022 18:00;17.8;48;16.9;4.2;46;1.3;13.6;15.7
5022;18.03.2022 19:00;17.5;47;16.5;2.7;50;-0.2;14.8;16.7
5023;18.03.2022 20:00;17.2;46;16.1;1.4;55;-1.5;15.8;17.6
5024;18.03.2022 21:00;17.0;46;15.8;0.1;61;-2.8;16.9;18.7
5025;18.03.2022 22:00;16.8;49;15.8;-0.7;68;-3.6;17.5;19.4
5026;18.03.2022 23:00;17.1;60;16.9;-1.4;73;-4.2;18.5;21.1
5027;19.03.2022 00:00;16.7;53;16.0;-1.9;74;-4.8;18.6;20.8
5028;19.03.2022 01:00;16.5;53;15.7;-2.2;72;-5.1;18.7;20.8
5029;19.03.2022 02:00;15.7;50;14.5;-2.4;69;-5.5;18.1;20.0
5030;19.03.2022 03:00;15.2;52;14.1;-2.5;71;-5.5;17.7;19.6
5031;19.03.2022 04:00;15.2;45;13.6;-2.4;70;-5.4;17.6;19.0
5032;19.03.2022 05:00;14.5;46;12.9;-2.4;69;-5.4;16.9;18.3
5033;19.03.2022 06:00;14.7;49;13.3;-2.7;70;-5.7;17.4;19.0
5034;19.03.2022 07:00;14.2;50;12.8;-3.0;70;-6.0;17.2;18.8
5035;19.03.2022 08:00;13.8;49;12.3;-2.1;65;-5.2;15.9;17.4
5036;19.03.2022 09:00;14.6;58;13.7;-0.3;54;-3.4;14.9;17.1
5037;19.03.2022 10:00;15.2;59;14.5;1.3;45;-1.9;13.9;16.4
5038;19.03.2022 11:00;15.0;54;14.0;2.6;36;-0.7;12.4;14.7
5039;19.03.2022 12:00;15.0;52;13.8;3.6;30;0.2;11.4;13.6
5040;19.03.2022 13:00;15.1;59;14.3;4.5;27;1.0;10.6;13.3
5041;19.03.2022 14:00;15.2;55;14.2;4.1;29;0.7;11.1;13.6
5042;19.03.2022 15:00;15.0;52;13.8;4.2;34;0.9;10.8;12.9
5043;19.03.2022 16:00;14.9;52;13.7;4.0;37;0.8;10.9;12.9
5044;19.03.2022 17:00;14.9;52;13.7;3.8;46;0.9;11.1;12.8
5045;19.03.2022 18:00;14.8;50;13.5;2.3;57;-0.5;12.5;14.0
5046;19.03.2022 19:00;14.7;49;13.3;1.3;63;-1.5;13.4;14.8
5047;19.03.2022 20:00;14.6;49;13.2;-0.5;70;-3.3;15.1;16.5
5048;19.03.2022 21:00;15.1;48;13.7;-1.2;69;-4.1;16.3;17.8
5049;19.03.2022 22:00;14.6;51;13.3;-1.6;59;-4.7;16.2;18.0
5050;19.03.2022 23:00;15.0;51;13.8;-2.2;66;-5.3;17.2;19.0
5051;20.03.2022 00:00;15.2;49;13.9;-2.4;71;-5.4;17.6;19.2
5052;20.03.2022 01:00;14.5;45;12.9;-2.5;76;-5.5;17.0;18.3
5053;20.03.2022 02:00;14.6;55;13.5;-2.4;75;-5.4;17.0;18.9
5054;20.03.2022 03:00;14.6;50;13.2;-2.4;78;-5.2;17.0;18.5
5055;20.03.2022 04:00;14.3;49;12.8;-2.1;76;-5.0;16.4;17.8
5056;20.03.2022 05:00;14.3;48;12.8;-2.4;77;-5.2;16.7;18.0
5057;20.03.2022 06:00;14.6;44;12.9;-2.3;75;-5.2;16.9;18.0
5058;20.03.2022 07:00;14.3;52;13.0;-2.5;76;-5.4;16.8;18.4
5059;20.03.2022 08:00;14.5;57;13.5;0.0;61;-3.0;14.5;16.5
5060;20.03.2022 09:00;14.6;55;13.5;1.6;54;-1.4;13.0;14.9
5061;20.03.2022 10:00;15.5;54;14.5;3.3;52;0.5;12.2;14.1
5062;20.03.2022 11:00;16.0;54;15.2;5.1;51;2.4;10.9;12.7
5063;20.03.2022 12:00;16.1;52;15.2;6.2;48;3.5;9.9;11.6
5064;20.03.2022 13:00;16.2;52;15.3;6.0;51;3.5;10.2;11.8
5065;20.03.2022 14:00;16.3;52;15.4;6.0;53;3.5;10.3;11.9
5066;20.03.2022 15:00;16.7;54;16.0;7.6;43;4.9;9.1;11.1
5067;20.03.2022 16:00;16.7;52;15.9;7.2;43;4.4;9.5;11.4
5068;20.03.2022 17:00;16.4;50;15.4;6.3;44;3.5;10.1;11.8
5069;20.03.2022 18:00;16.0;49;14.9;5.4;50;2.7;10.6;12.2
5070;20.03.2022 19:00;15.5;46;14.1;3.5;62;1.0;12.0;13.1
5071;20.03.2022 20:00;15.1;45;13.5;2.1;66;-0.6;13.0;14.1
5072;20.03.2022 21:00;14.9;45;13.3;1.4;69;-1.3;13.5;14.5
5073;20.03.2022 22:00;14.9;45;13.3;0.6;75;-2.0;14.3;15.3
5074;20.03.2022 23:00;15.0;45;13.4;0.1;78;-2.5;14.9;15.9
5075;21.03.2022 00:00;14.8;46;13.2;-0.5;81;-3.1;15.3;16.4
5076;21.03.2022 01:00;14.8;45;13.2;-1.0;85;-3.6;15.8;16.8
5077;21.03.2022 02:00;14.3;44;12.5;-1.2;88;-3.8;15.5;16.3
5078;21.03.2022 03:00;14.3;45;12.6;-1.3;89;-3.8;15.6;16.4
5079;21.03.2022 04:00;14.3;47;12.7;-1.1;89;-3.6;15.4;16.3
5080;21.03.2022 05:00;13.9;45;12.1;-1.1;89;-3.6;15.0;15.7
5081;21.03.2022 06:00;13.7;46;12.0;-1.0;90;-3.5;14.7;15.5
5082;21.03.2022 07:00;14.0;47;12.3;-1.0;91;-3.4;15.0;15.8
5083;21.03.2022 08:00;14.2;50;12.8;0.3;82;-2.2;13.9;15.0
5084;21.03.2022 09:00;15.0;51;13.8;2.4;69;-0.1;12.6;13.9
5085;21.03.2022 10:00;16.2;51;15.2;4.5;59;1.9;11.7;13.2
5086;21.03.2022 11:00;16.7;50;15.8;6.1;55;3.6;10.6;12.1
5087;21.03.2022 12:00;16.4;51;15.4;6.3;53;3.8;10.1;11.6
5088;21.03.2022 13:00;15.9;50;14.8;7.1;52;4.7;8.8;10.1
5089;21.03.2022 14:00;15.5;49;14.3;7.3;52;4.9;8.2;9.3
5090;21.03.2022 15:00;15.2;48;13.8;6.5;59;4.3;8.7;9.6
5091;21.03.2022 16:00;14.9;48;13.5;7.2;52;4.7;7.7;8.7
5092;21.03.2022 17:00;14.7;48;13.3;6.5;53;4.1;8.2;9.2
5093;21.03.2022 18:00;14.6;48;13.1;6.0;58;3.6;8.6;9.5
5094;21.03.2022 19:00;14.3;48;12.8;4.8;63;2.5;9.5;10.3
5095;21.03.2022 20:00;14.3;46;12.6;3.1;71;0.8;11.2;11.9
5096;21.03.2022 21:00;14.2;46;12.5;2.6;70;0.2;11.6;12.4
5097;21.03.2022 22:00;14.4;46;12.8;1.9;75;-0.5;12.5;13.3
5098;21.03.2022 23:00;14.4;46;12.8;1.2;83;-1.1;13.2;13.9
5099;22.03.2022 00:00;14.4;47;12.8;0.7;88;-1.6;13.7;14.4
5100;22.03.2022 01:00;14.5;45;12.8;0.4;91;-1.9;14.1;14.7
5101;22.03.2022 02:00;14.5;45;12.8;0.2;92;-2.1;14.3;14.9
5102;22.03.2022 03:00;14.7;46;13.1;0.0;93;-2.3;14.7;15.5
5103;22.03.2022 04:00;14.5;46;12.9;-0.3;93;-2.6;14.8;15.5
5104;22.03.2022 05:00;14.5;47;13.0;-0.4;94;-2.8;14.9;15.7
5105;22.03.2022 06:00;14.2;47;12.6;-0.5;94;-2.8;14.7;15.4
5106;22.03.2022 07:00;13.7;48;12.1;-0.5;94;-2.8;14.2;14.9
5107;22.03.2022 08:00;14.0;49;12.5;0.6;89;-1.7;13.4;14.2
5108;22.03.2022 09:00;15.0;51;13.8;3.2;77;1.0;11.8;12.8
5109;22.03.2022 10:00;16.5;50;15.5;5.6;67;3.5;10.9;12.0
5110;22.03.2022 11:00;17.2;49;16.3;7.5;58;5.3;9.7;11.0
5111;22.03.2022 12:00;17.7;47;16.8;8.8;53;6.7;8.9;10.1
5112;22.03.2022 13:00;18.0;46;17.0;9.1;54;7.0;8.9;10.0
5113;22.03.2022 14:00;19.0;43;18.1;6.9;66;5.0;12.1;13.1
5114;22.03.2022 15:00;19.7;44;19.0;9.3;48;7.1;10.4;11.9
5115;22.03.2022 16:00;21.2;45;20.9;6.8;66;4.9;14.4;16.0
5116;22.03.2022 17:00;21.6;42;21.1;5.6;85;4.0;16.0;17.0
5117;22.03.2022 18:00;20.8;40;19.9;5.2;93;3.8;15.6;16.1
5118;22.03.2022 19:00;19.8;39;18.7;5.4;89;4.0;14.4;14.7
5119;22.03.2022 20:00;18.8;39;17.5;4.3;89;2.6;14.5;14.9
5120;22.03.2022 21:00;18.2;39;16.8;3.7;88;1.8;14.5;14.9
5121;22.03.2022 22:00;17.5;39;16.0;3.0;89;1.1;14.5;14.9
5122;22.03.2022 23:00;17.1;40;15.6;2.5;88;0.5;14.6;15.1
5123;23.03.2022 00:00;16.8;43;15.4;2.3;90;0.3;14.5;15.1
5124;23.03.2022 01:00;16.5;44;15.1;1.8;92;-0.2;14.7;15.3
5125;23.03.2022 02:00;16.6;45;15.3;1.9;93;-0.1;14.7;15.4
5126;23.03.2022 03:00;17.0;44;15.7;2.3;91;0.3;14.7;15.4
5127;23.03.2022 04:00;16.9;44;15.6;1.9;91;-0.1;15.0;15.7
5128;23.03.2022 05:00;16.7;45;15.4;2.4;88;0.3;14.3;15.1
5129;23.03.2022 06:00;16.7;46;15.5;2.4;89;0.4;14.3;15.1
5130;23.03.2022 07:00;16.8;48;15.7;2.6;91;0.7;14.2;15.0
5131;23.03.2022 08:00;16.9;49;15.9;3.5;87;1.6;13.4;14.3
5132;23.03.2022 09:00;16.5;50;15.5;4.1;84;2.3;12.4;13.2
5133;23.03.2022 10:00;16.8;51;16.0;4.8;81;3.0;12.0;13.0
5134;23.03.2022 11:00;17.0;52;16.2;5.7;74;3.8;11.3;12.5
5135;23.03.2022 12:00;18.1;51;17.5;6.6;65;4.6;11.5;12.9
5136;23.03.2022 13:00;18.4;50;17.8;7.4;58;5.2;11.0;12.6
5137;23.03.2022 14:00;18.4;47;17.6;9.3;50;7.1;9.1;10.6
5138;23.03.2022 15:00;18.4;48;17.6;9.0;53;6.8;9.4;10.8
5139;23.03.2022 16:00;18.8;49;18.2;9.8;48;7.6;9.0;10.6
5140;23.03.2022 17:00;18.6;48;17.9;8.8;51;6.6;9.8;11.3
5141;23.03.2022 18:00;18.4;46;17.5;8.1;50;5.7;10.3;11.8
5142;23.03.2022 19:00;17.9;44;16.8;6.7;55;4.3;11.2;12.5
5143;23.03.2022 20:00;17.2;43;15.9;4.8;55;2.2;12.4;13.7
5144;23.03.2022 21:00;16.7;44;15.3;3.7;64;1.2;13.0;14.2
5145;23.03.2022 22:00;16.2;44;14.8;2.8;69;0.3;13.4;14.4
5146;23.03.2022 23:00;16.0;44;14.5;2.0;77;-0.4;14.0;14.9
5147;24.03.2022 00:00;15.6;43;14.0;1.4;84;-0.9;14.2;14.9
5148;24.03.2022 01:00;15.3;44;13.7;0.9;89;-1.3;14.4;15.1
5149;24.03.2022 02:00;15.2;44;13.6;0.3;92;-1.9;14.9;15.5
5150;24.03.2022 03:00;15.3;44;13.7;-0.5;93;-2.9;15.8;16.5
5151;24.03.2022 04:00;14.7;44;13.0;-0.8;95;-3.2;15.5;16.2
5152;24.03.2022 05:00;14.9;42;13.1;-1.0;96;-3.4;15.9;16.5
5153;24.03.2022 06:00;14.6;44;12.9;-1.9;96;-4.4;16.5;17.3
5154;24.03.2022 07:00;14.6;44;12.9;-2.6;93;-5.2;17.2;18.1
5155;24.03.2022 08:00;15.5;48;14.2;-0.2;80;-2.8;15.7;17.0
5156;24.03.2022 09:00;16.8;45;15.6;4.0;56;1.4;12.8;14.2
5157;24.03.2022 10:00;18.2;44;17.1;7.7;39;4.9;10.5;12.3
5158;24.03.2022 11:00;19.6;42;18.7;9.8;30;6.8;9.8;11.9
5159;24.03.2022 12:00;22.3;40;21.8;11.1;27;8.1;11.2;13.7
5160;24.03.2022 13:00;24.0;38;23.7;12.6;26;9.7;11.4;14.0
5161;24.03.2022 14:00;25.7;37;25.7;13.9;27;11.1;11.8;14.6
5162;24.03.2022 15:00;27.3;43;28.4;13.8;32;11.3;13.5;17.1
5163;24.03.2022 16:00;27.7;47;29.5;13.5;39;11.3;14.2;18.1
5164;24.03.2022 17:00;27.8;46;29.5;12.6;45;10.6;15.2;18.9
5165;24.03.2022 18:00;27.3;44;28.6;11.5;46;9.4;15.8;19.2
5166;24.03.2022 19:00;26.4;37;26.6;10.3;50;8.3;16.1;18.3
5167;24.03.2022 20:00;25.6;36;25.4;7.2;63;5.2;18.4;20.2
5168;24.03.2022 21:00;24.3;34;23.7;5.4;78;3.6;18.9;20.1
5169;24.03.2022 22:00;23.5;37;22.9;4.9;84;3.2;18.6;19.8
5170;24.03.2022 23:00;22.4;33;21.3;4.5;77;2.5;17.9;18.8
5171;25.03.2022 00:00;21.6;32;20.2;4.2;79;2.2;17.4;18.0
5172;25.03.2022 01:00;20.7;33;19.2;4.1;85;2.3;16.6;16.9
5173;25.03.2022 02:00;19.5;33;17.9;3.8;88;2.1;15.7;15.8
5174;25.03.2022 03:00;19.1;34;17.5;4.0;91;2.3;15.1;15.2
5175;25.03.2022 04:00;18.9;34;17.3;3.8;93;2.1;15.1;15.1
5176;25.03.2022 05:00;18.8;35;17.2;3.8;92;2.1;15.0;15.1
5177;25.03.2022 06:00;18.8;37;17.3;4.1;90;2.4;14.7;14.9
5178;25.03.2022 07:00;19.5;40;18.4;5.5;92;4.1;14.0;14.3
5179;25.03.2022 08:00;19.9;45;19.3;7.4;85;6.2;12.5;13.1
5180;25.03.2022 09:00;21.6;48;21.6;10.0;86;9.4;11.6;12.2
5181;25.03.2022 10:00;23.5;47;24.0;12.5;56;11.1;11.0;12.9
5182;25.03.2022 11:00;24.7;44;25.2;12.8;44;10.8;11.9;14.4
5183;25.03.2022 12:00;26.3;43;27.2;14.1;40;12.1;12.2;15.1
5184;25.03.2022 13:00;27.7;43;29.0;15.5;37;13.5;12.2;15.5
5185;25.03.2022 14:00;28.9;46;31.1;16.2;36;14.3;12.7;16.8
5186;25.03.2022 15:00;29.8;48;32.5;17.4;34;15.5;12.4;17.1
5187;25.03.2022 16:00;30.2;48;33.1;17.5;34;15.7;12.7;17.4
5188;25.03.2022 17:00;30.9;50;34.4;17.5;34;15.6;13.4;18.8
5189;25.03.2022 18:00;30.1;41;32.0;16.6;39;14.9;13.5;17.1
5190;25.03.2022 19:00;29.6;40;31.0;14.2;51;12.8;15.4;18.2
5191;25.03.2022 20:00;29.2;35;29.8;11.0;62;9.5;18.2;20.3
5192;25.03.2022 21:00;27.9;34;28.1;10.4;64;8.9;17.5;19.1
5193;25.03.2022 22:00;27.2;34;27.2;9.7;68;8.3;17.5;18.9
5194;25.03.2022 23:00;26.0;34;25.7;9.1;72;7.8;16.9;17.9
5195;26.03.2022 00:00;25.1;34;24.6;7.9;77;6.5;17.2;18.1
5196;26.03.2022 01:00;24.6;34;24.0;5.6;81;3.9;19.0;20.1
5197;26.03.2022 02:00;23.9;34;23.1;4.6;81;2.8;19.3;20.4
5198;26.03.2022 03:00;23.4;34;22.5;3.4;89;1.6;20.0;21.0
5199;26.03.2022 04:00;23.3;35;22.5;2.6;93;0.7;20.7;21.8
5200;26.03.2022 05:00;22.5;32;21.3;1.4;93;-0.7;21.1;22.0
5201;26.03.2022 06:00;22.3;32;21.0;0.8;92;-1.4;21.5;22.4
5202;26.03.2022 07:00;22.1;35;21.1;0.3;93;-1.9;21.8;23.0
5203;26.03.2022 08:00;22.7;39;22.2;2.3;88;0.3;20.4;21.9
5204;26.03.2022 09:00;24.0;41;24.0;5.3;73;3.3;18.7;20.7
5205;26.03.2022 10:00;25.1;38;25.1;7.4;60;5.3;17.7;19.8
5206;26.03.2022 11:00;25.7;38;25.8;9.3;54;7.2;16.4;18.6
5207;26.03.2022 12:00;26.5;47;27.9;10.6;49;8.5;15.9;19.3
5208;26.03.2022 13:00;27.0;39;27.5;11.9;44;9.8;15.1;17.8
5209;26.03.2022 14:00;27.6;43;28.9;12.8;42;10.7;14.8;18.2
5210;26.03.2022 15:00;27.9;43;29.2;13.0;41;10.8;14.9;18.4
5211;26.03.2022 16:00;27.8;41;28.8;13.3;40;11.2;14.5;17.6
5212;26.03.2022 17:00;27.6;41;28.6;13.3;39;11.2;14.3;17.5
5213;26.03.2022 18:00;27.0;36;27.2;12.8;41;10.7;14.2;16.5
5214;26.03.2022 19:00;26.2;33;25.8;11.5;49;9.6;14.7;16.3
5215;26.03.2022 20:00;25.4;32;24.7;9.8;54;7.9;15.6;16.9
5216;26.03.2022 21:00;25.0;31;24.2;8.6;65;6.8;16.4;17.4
5217;26.03.2022 22:00;24.1;31;23.1;7.5;76;6.0;16.6;17.1
5218;26.03.2022 23:00;23.3;30;22.1;6.9;82;5.4;16.4;16.6
5219;27.03.2022 00:00;22.8;30;21.4;6.7;83;5.3;16.1;16.1
5220;27.03.2022 01:00;22.1;29;20.5;6.3;85;4.9;15.8;15.6
5221;27.03.2022 02:00;21.6;30;20.0;5.7;85;4.1;15.9;15.9
5222;27.03.2022 03:00;21.4;30;19.8;4.8;75;2.8;16.6;17.0
5223;27.03.2022 04:00;21.3;33;19.9;4.5;65;2.1;16.8;17.8
5224;27.03.2022 05:00;21.9;38;21.1;4.2;65;1.8;17.7;19.3
5225;27.03.2022 06:00;22.0;34;20.8;3.9;67;1.5;18.1;19.3
5226;27.03.2022 07:00;21.7;44;21.4;3.9;65;1.4;17.8;19.9
5227;27.03.2022 08:00;22.5;41;22.1;6.0;60;3.6;16.5;18.5
5228;27.03.2022 09:00;24.0;43;24.2;9.7;63;8.1;14.3;16.0
5229;27.03.2022 10:00;25.5;43;26.1;12.4;62;11.3;13.1;14.8
5230;27.03.2022 11:00;26.8;42;27.6;14.2;52;12.9;12.6;14.7
5231;27.03.2022 12:00;28.2;42;29.5;15.3;52;14.1;12.9;15.4
5232;27.03.2022 13:00;28.9;43;30.6;16.1;51;15.1;12.8;15.5
5233;27.03.2022 14:00;29.5;44;31.6;16.5;50;15.5;13.0;16.0
5234;27.03.2022 15:00;30.1;52;33.5;16.9;47;15.7;13.2;17.7
5235;27.03.2022 16:00;30.3;54;34.1;16.7;48;15.6;13.6;18.5
5236;27.03.2022 17:00;30.0;54;33.7;16.1;50;15.0;13.9;18.7
5237;27.03.2022 18:00;29.6;51;32.6;14.9;53;13.8;14.7;18.8
5238;27.03.2022 19:00;29.2;40;30.6;13.0;60;11.8;16.2;18.8
5239;27.03.2022 20:00;28.7;42;30.1;9.6;76;8.5;19.1;21.6
5240;27.03.2022 21:00;27.9;36;28.4;8.4;86;7.4;19.5;21.0
5241;27.03.2022 22:00;26.9;34;26.8;7.8;87;6.7;19.1;20.1
5242;27.03.2022 23:00;26.3;34;26.0;7.5;84;6.3;18.8;19.7
5243;28.03.2022 00:00;25.7;34;25.3;7.4;80;6.0;18.3;19.3
5244;28.03.2022 01:00;25.0;33;24.4;7.2;77;5.7;17.8;18.7
5245;28.03.2022 02:00;24.5;32;23.7;7.4;73;5.7;17.1;18.0
5246;28.03.2022 03:00;23.9;32;22.9;7.2;70;5.4;16.7;17.5
5247;28.03.2022 04:00;23.5;32;22.4;7.4;62;5.4;16.1;17.1
5248;28.03.2022 05:00;23.1;32;22.0;7.0;59;4.8;16.1;17.2
5249;28.03.2022 06:00;23.4;36;22.7;6.4;68;4.5;17.0;18.3
5250;28.03.2022 07:00;23.3;38;22.8;6.9;83;5.5;16.4;17.3
5251;28.03.2022 08:00;25.1;42;25.5;8.4;82;7.3;16.7;18.2
5252;28.03.2022 09:00;26.6;40;27.1;11.6;71;10.7;15.0;16.5
5253;28.03.2022 10:00;27.7;43;29.0;13.6;64;12.8;14.1;16.2
5254;28.03.2022 11:00;28.2;39;29.2;15.5;57;14.8;12.7;14.4
5255;28.03.2022 12:00;28.6;39;29.6;17.0;50;16.1;11.6;13.5
5256;28.03.2022 13:00;29.7;47;32.2;18.4;45;17.4;11.3;14.8
5257;28.03.2022 14:00;30.1;45;32.5;19.3;42;18.4;10.8;14.2
5258;28.03.2022 15:00;30.7;49;34.0;20.0;33;18.4;10.7;15.6
5259;28.03.2022 16:00;30.7;51;34.3;19.4;33;17.7;11.3;16.5
5260;28.03.2022 17:00;30.4;54;34.3;18.7;33;16.9;11.7;17.4
5261;28.03.2022 18:00;30.0;48;32.9;17.5;35;15.7;12.5;17.2
5262;28.03.2022 19:00;29.6;45;31.8;16.1;40;14.4;13.5;17.3
5263;28.03.2022 20:00;28.9;42;30.4;13.4;49;11.8;15.5;18.6
5264;28.03.2022 21:00;28.8;41;30.2;11.9;55;10.3;16.9;19.9
5265;28.03.2022 22:00;28.3;39;29.3;11.5;56;9.9;16.8;19.4
5266;28.03.2022 23:00;28.0;39;28.9;11.2;56;9.6;16.8;19.3
5267;29.03.2022 00:00;27.6;40;28.5;11.5;54;9.7;16.1;18.7
5268;29.03.2022 01:00;27.3;41;28.1;11.6;54;9.9;15.7;18.2
5269;29.03.2022 02:00;27.1;41;27.9;11.6;53;9.9;15.5;18.0
5270;29.03.2022 03:00;26.9;41;27.6;11.1;56;9.4;15.8;18.2
5271;29.03.2022 04:00;26.7;39;27.2;10.4;58;8.7;16.3;18.5
5272;29.03.2022 05:00;26.3;38;26.5;10.0;58;8.2;16.3;18.4
5273;29.03.2022 06:00;25.9;39;26.2;10.0;60;8.3;15.9;17.9
5274;29.03.2022 07:00;25.9;44;26.7;9.4;56;7.5;16.5;19.3
5275;29.03.2022 08:00;26.6;42;27.5;11.0;53;9.2;15.6;18.3
5276;29.03.2022 09:00;28.1;41;29.3;14.2;49;12.7;13.9;16.6
5277;29.03.2022 10:00;28.9;42;30.5;16.4;44;15.0;12.5;15.5
5278;29.03.2022 11:00;29.6;44;31.7;17.9;37;16.3;11.7;15.4
5279;29.03.2022 12:00;30.0;48;32.8;19.0;33;17.2;11.0;15.5
5280;29.03.2022 13:00;30.5;48;33.6;19.3;31;17.5;11.2;16.1
5281;29.03.2022 14:00;30.9;50;34.4;18.7;34;17.0;12.2;17.4
5282;29.03.2022 15:00;31.4;51;35.2;18.7;44;17.8;12.7;17.5
5283;29.03.2022 16:00;31.1;49;34.5;18.2;44;17.1;12.9;17.4
5284;29.03.2022 17:00;30.8;53;34.7;17.3;49;16.4;13.5;18.3
5285;29.03.2022 18:00;30.2;45;32.6;16.0;58;15.5;14.2;17.1
5286;29.03.2022 19:00;29.8;43;31.8;14.4;69;14.0;15.4;17.8
5287;29.03.2022 20:00;29.7;42;31.5;11.8;87;11.7;17.9;19.8
5288;29.03.2022 21:00;29.7;42;31.5;10.9;94;10.9;18.8;20.6
5289;29.03.2022 22:00;29.2;38;30.3;10.1;95;9.9;19.1;20.4
5290;29.03.2022 23:00;27.8;37;28.3;9.0;94;8.6;18.8;19.7
5291;30.03.2022 00:00;27.3;37;27.7;8.4;90;7.6;18.9;20.0
5292;30.03.2022 01:00;26.9;36;27.1;7.9;90;7.0;19.0;20.0
5293;30.03.2022 02:00;26.3;37;26.4;7.7;92;6.9;18.6;19.6
5294;30.03.2022 03:00;25.7;36;25.6;7.7;94;6.8;18.0;18.8
5295;30.03.2022 04:00;25.5;36;25.3;9.0;91;8.4;16.5;16.9
5296;30.03.2022 05:00;25.1;37;25.0;8.7;93;8.1;16.4;16.9
5297;30.03.2022 06:00;25.1;37;25.0;7.3;96;6.4;17.8;18.5
5298;30.03.2022 07:00;25.3;41;25.6;7.3;96;6.5;18.0;19.1
5299;30.03.2022 08:00;26.5;45;27.7;9.6;89;9.0;16.9;18.7
5300;30.03.2022 09:00;27.4;43;28.6;12.4;76;12.0;15.0;16.6
5301;30.03.2022 10:00;28.2;44;29.8;14.7;64;14.1;13.5;15.7
5302;30.03.2022 11:00;28.7;45;30.6;16.1;57;15.5;12.6;15.1
5303;30.03.2022 12:00;29.6;45;31.8;17.2;55;16.7;12.4;15.1
5304;30.03.2022 13:00;30.4;51;33.8;17.5;58;17.3;12.9;16.5
5305;30.03.2022 14:00;31.0;52;34.9;17.5;60;17.4;13.5;17.5
5306;30.03.2022 15:00;31.2;54;35.4;18.7;54;18.5;12.5;17.0
5307;30.03.2022 16:00;31.0;52;34.9;18.3;57;18.2;12.7;16.7
5308;30.03.2022 17:00;30.4;49;33.5;17.7;59;17.6;12.7;15.9
5309;30.03.2022 18:00;30.1;48;33.0;16.8;63;16.7;13.3;16.2
5310;30.03.2022 19:00;29.7;45;31.9;15.3;70;15.3;14.4;16.6
5311;30.03.2022 20:00;29.7;44;31.8;13.6;78;13.6;16.1;18.2
5312;30.03.2022 21:00;29.4;44;31.4;12.7;82;12.6;16.7;18.8
5313;30.03.2022 22:00;28.7;44;30.4;12.1;82;11.9;16.6;18.5
5314;30.03.2022 23:00;28.6;43;30.2;12.0;82;11.8;16.6;18.5
5315;31.03.2022 00:00;28.6;43;30.1;11.6;82;11.3;17.0;18.9
5316;31.03.2022 01:00;28.5;43;30.0;12.0;80;11.7;16.5;18.3
5317;31.03.2022 02:00;28.1;42;29.4;11.5;84;11.3;16.6;18.1
5318;31.03.2022 03:00;27.8;43;29.1;10.6;88;10.2;17.2;18.9
